"Año","Mes","Pareja - Expareja","Convivencia","Denuncia agresor","Suicidio","Tramo de edad Agresor","Tramo de edad Víctima","País de nacimiento Agresor","País de nacimiento Víctima","Almería","Cádiz","Córdoba","Granada","Huelva","Jaén","Málaga","Sevilla","Huesca","Teruel","Zaragoza","Asturias","Illes Balears","Las Palmas","Santa Cruz de Tenerife","Cantabria","Ávila","Burgos","León","Palencia","Salamanca","Segovia","Soria","Valladolid","Zamora","Albacete","Ciudad Real","Cuenca","Guadalajara","Toledo","Barcelona","Girona","Lleida","Tarragona","Alicante/Alacant","Castellón/Castelló","Valencia/València","Badajoz","Cáceres","A Coruña","Lugo","Ourense","Pontevedra","Madrid","Murcia","Navarra","Araba/Álava","Bizkaia","Gipuzkoa","La Rioja","Ceuta","Melilla"
"Año 2004","Agosto","Pareja","Sí","No consta denuncia","No hubo tentativa","51-60 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2004","Agosto","Pareja","No","No consta denuncia","No hubo tentativa","31-40 años","21-30 años","Otro país","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2004","Agosto","Pareja en fase de separación","Sí","No consta denuncia","No hubo tentativa","31-40 años","31-40 años","España","España","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2004","Agosto","Pareja en fase de separación","Sí","No consta denuncia","No hubo tentativa","No consta","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2004","Septiembre","Expareja","No","No consta denuncia","No hubo tentativa","21-30 años","21-30 años","Otro país","No consta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","",""
"Año 2004","Septiembre","Expareja","No","No consta denuncia","No hubo tentativa","31-40 años","31-40 años","España","España","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2004","Septiembre","Expareja","No","No consta denuncia","Tentativa no consumada","No consta","No consta","Otro país","No consta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2004","Septiembre","Pareja","Sí","No consta denuncia","No hubo tentativa","21-30 años","18-20 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2004","Septiembre","Pareja","Sí","No consta denuncia","No hubo tentativa","31-40 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2004","Septiembre","Pareja","Sí","No consta denuncia","No hubo tentativa",">=85 años",">=85 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","",""
"Año 2004","Septiembre","Pareja","Sí","No consta denuncia","Suicidio consumado","71-84 años","71-84 años","España","España","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2004","Octubre","Expareja","No","No consta denuncia","No hubo tentativa","No consta","31-40 años","España","España","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2004","Octubre","Pareja","Sí","No consta denuncia","No hubo tentativa","21-30 años","41-50 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2004","Octubre","Pareja","Sí","No consta denuncia","No hubo tentativa","41-50 años","41-50 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","",""
"Año 2004","Octubre","Pareja","Sí","No consta denuncia","No hubo tentativa","51-60 años","51-60 años","España","España","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2004","Octubre","Pareja","Sí","No consta denuncia","No hubo tentativa","61-70 años","61-70 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","",""
"Año 2004","Octubre","Pareja","No","No consta denuncia","Suicidio consumado","21-30 años","31-40 años","Otro país","España","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2004","Octubre","Pareja","No","No consta denuncia","Tentativa no consumada","31-40 años","<16 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","",""
"Año 2004","Noviembre","Expareja","No","No consta denuncia","No hubo tentativa","16-17 años","No consta","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","",""
"Año 2004","Noviembre","Expareja","No","No consta denuncia","No hubo tentativa","No consta","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2004","Noviembre","Pareja","Sí","No consta denuncia","No hubo tentativa","21-30 años","18-20 años","España","España","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2004","Noviembre","Pareja","Sí","No consta denuncia","Suicidio consumado","No consta","51-60 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2004","Diciembre","Pareja","Sí","No consta denuncia","No hubo tentativa","21-30 años","No consta","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","",""
"Año 2004","Diciembre","Pareja","Sí","No consta denuncia","No hubo tentativa","71-84 años","71-84 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","",""
"Año 2004","Diciembre","Pareja","Sí","No consta denuncia","No hubo tentativa","No consta","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2004","Diciembre","Pareja","Sí","No consta denuncia","No hubo tentativa","No consta","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2004","Diciembre","Pareja","Sí","No consta denuncia","No hubo tentativa","No consta","No consta","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","",""
"Año 2004","Diciembre","Pareja","No","No consta denuncia","No hubo tentativa","No consta","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","",""
"Año 2004","Diciembre","Pareja","No","No consta denuncia","No hubo tentativa","No consta","No consta","España","No consta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","",""
"Año 2004","Diciembre","Pareja en fase de separación","Sí","No consta denuncia","No hubo tentativa","51-60 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","",""
"Año 2005","Enero","Expareja","No","No consta denuncia","No hubo tentativa","No consta","31-40 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","",""
"Año 2005","Enero","Expareja","No","No consta denuncia","No hubo tentativa","No consta","41-50 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","",""
"Año 2005","Enero","Expareja","No","No consta denuncia","Suicidio consumado","51-60 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","",""
"Año 2005","Enero","Pareja","Sí","No consta denuncia","Suicidio consumado","21-30 años","21-30 años","España","España","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2005","Enero","Pareja","Sí","No consta denuncia","Suicidio consumado","No consta","71-84 años","España","España","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2005","Enero","Pareja","No","No consta denuncia","No hubo tentativa","21-30 años","21-30 años","España","Otro país","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2005","Febrero","Expareja","No","No consta denuncia","No hubo tentativa","21-30 años","21-30 años","España","España","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2005","Febrero","Expareja","No","No consta denuncia","No hubo tentativa","21-30 años","21-30 años","No consta","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2005","Febrero","Expareja","No","No consta denuncia","Suicidio consumado","21-30 años","21-30 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","",""
"Año 2005","Febrero","Pareja","Sí","No consta denuncia","No hubo tentativa","No consta","31-40 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","",""
"Año 2005","Febrero","Pareja","Sí","No consta denuncia","Suicidio consumado","71-84 años","71-84 años","España","España","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
